transactionid,amount,customerid,timestamp,merchantid,transactionamount,anomalyscore,name,age,address,accountbalance,lastlogin,suspiciousflag,merchantname,location,category,isfraud
565,49.695996077348,1624,2022-01-24 12:00:00,2212,71.22961283863575,0.689377718975578,Customer 1624,18,Address 1624,4741.807018877029,2023-09-16,0,Merchant 2212,Location 2212,Food,0
566,71.98504539358078,1786,2022-01-24 13:00:00,2559,12.947838155574916,0.4503954900089659,Customer 1786,50,Address 1786,1656.961894267556,2024-02-25,0,Merchant 2559,Location 2559,Other,0
567,39.17632975406391,1019,2022-01-24 14:00:00,2444,12.481657914339143,0.0544760907055447,Customer 1019,37,Address 1019,3797.734535980662,2022-01-19,0,Merchant 2444,Location 2444,Retail,0
568,50.82386517906335,1978,2022-01-24 15:00:00,2112,65.99753207862302,0.8192144188445474,Customer 1978,51,Address 1978,7710.801194598957,2024-09-04,0,Merchant 2112,Location 2112,Online,0
569,85.30076766804406,1655,2022-01-24 16:00:00,2922,73.61284284094162,0.108578431973914,Customer 1655,50,Address 1655,2152.9921898737,2023-10-17,0,Merchant 2922,Location 2922,Food,0
570,80.89642698729558,1264,2022-01-24 17:00:00,2129,45.70892854469648,0.7705794406270359,Customer 1264,23,Address 1264,6025.0026610700115,2022-09-21,0,Merchant 2129,Location 2129,Travel,0
571,55.69524903185309,1487,2022-01-24 18:00:00,2739,23.20161468546752,0.707336006974676,Customer 1487,51,Address 1487,8466.092665203068,2023-05-02,0,Merchant 2739,Location 2739,Travel,0
572,88.50391549409335,1219,2022-01-24 19:00:00,2008,23.83070313336935,0.6157921144429012,Customer 1219,23,Address 1219,7649.649301190314,2022-08-07,0,Merchant 2008,Location 2008,Online,0
573,75.88625236108902,1102,2022-01-24 20:00:00,2227,60.08855743019992,0.4324468689113392,Customer 1102,28,Address 1102,7398.457248836791,2022-04-12,0,Merchant 2227,Location 2227,Travel,0
574,35.17601923028805,1799,2022-01-24 21:00:00,2970,95.82571214849716,0.1710115790912348,Customer 1799,24,Address 1799,4309.686014500232,2024-03-09,0,Merchant 2970,Location 2970,Online,0
575,62.98349325215778,1137,2022-01-24 22:00:00,2380,90.20980446696748,0.2413802893802608,Customer 1137,52,Address 1137,4843.333768944447,2022-05-17,0,Merchant 2380,Location 2380,Retail,0
576,97.0455292967774,1125,2022-01-24 23:00:00,2736,73.46425263287489,0.6122810354811906,Customer 1125,58,Address 1125,8801.922036350712,2022-05-05,0,Merchant 2736,Location 2736,Food,0
577,76.76312543775113,1051,2022-01-25 00:00:00,2601,86.65348344932752,0.0305014318747617,Customer 1051,30,Address 1051,4620.924284406736,2022-02-20,0,Merchant 2601,Location 2601,Other,0
578,62.165508791211955,1268,2022-01-25 01:00:00,2748,77.29106098329157,0.4535346052163812,Customer 1268,40,Address 1268,5840.971694574231,2022-09-25,0,Merchant 2748,Location 2748,Travel,0
579,28.500072838813903,1882,2022-01-25 02:00:00,2783,34.84523603737763,0.925580638429988,Customer 1882,36,Address 1882,3608.806985905158,2024-05-31,0,Merchant 2783,Location 2783,Travel,0
580,39.91796998566471,1751,2022-01-25 03:00:00,2885,27.27425252534787,0.7285583233202351,Customer 1751,35,Address 1751,3532.245916328434,2024-01-21,0,Merchant 2885,Location 2885,Online,0
581,84.49886009864518,1769,2022-01-25 04:00:00,2471,27.776210631878016,0.6151318749918973,Customer 1769,34,Address 1769,9517.546957003367,2024-02-08,0,Merchant 2471,Location 2471,Travel,0
582,78.29820914461888,1853,2022-01-25 05:00:00,2707,66.42840133897653,0.8943598440260031,Customer 1853,30,Address 1853,1767.822690779924,2024-05-02,0,Merchant 2707,Location 2707,Online,0
583,79.20261479658105,1622,2022-01-25 06:00:00,2734,66.98557249521411,0.6783994733870634,Customer 1622,21,Address 1622,5611.751690912045,2023-09-14,0,Merchant 2734,Location 2734,Online,0
584,50.31919078514007,1412,2022-01-25 07:00:00,2641,70.96202152646335,0.7143370523798596,Customer 1412,19,Address 1412,2730.9601699028135,2023-02-16,0,Merchant 2641,Location 2641,Online,0
585,18.479134277595005,1036,2022-01-25 08:00:00,2362,96.86197649100174,0.2951400443856831,Customer 1036,37,Address 1036,9381.14521854332,2022-02-05,0,Merchant 2362,Location 2362,Online,0
586,55.648967645299344,1665,2022-01-25 09:00:00,2700,75.70566038140832,0.8958436085336823,Customer 1665,30,Address 1665,5714.503201422603,2023-10-27,0,Merchant 2700,Location 2700,Travel,0
587,72.41360119397154,1299,2022-01-25 10:00:00,2881,79.87859224113026,0.3281384083244372,Customer 1299,31,Address 1299,4661.555925923707,2022-10-26,0,Merchant 2881,Location 2881,Food,0
588,74.32146924411033,1351,2022-01-25 11:00:00,2142,63.01423970331876,0.6108114169536368,Customer 1351,32,Address 1351,6685.598453640112,2022-12-17,0,Merchant 2142,Location 2142,Other,0
589,25.97962923980079,1096,2022-01-25 12:00:00,2749,97.12673921424852,0.4570518240336341,Customer 1096,57,Address 1096,6439.7423175111935,2022-04-06,0,Merchant 2749,Location 2749,Travel,0
590,70.54331536441717,1299,2022-01-25 13:00:00,2460,68.27403800691818,0.7297890965313768,Customer 1299,31,Address 1299,4661.555925923707,2022-10-26,0,Merchant 2460,Location 2460,Food,0
591,82.50807121975488,1367,2022-01-25 14:00:00,2709,18.78711993666675,0.9740997104770862,Customer 1367,19,Address 1367,6381.958127861724,2023-01-02,0,Merchant 2709,Location 2709,Travel,0
592,57.87803871732218,1315,2022-01-25 15:00:00,2256,73.96965272229485,0.043564933200842,Customer 1315,51,Address 1315,3432.0462856822232,2022-11-11,0,Merchant 2256,Location 2256,Retail,0
593,27.87987923354001,1531,2022-01-25 16:00:00,2091,33.885862957067665,0.9895083933199876,Customer 1531,29,Address 1531,3163.588349598883,2023-06-15,0,Merchant 2091,Location 2091,Other,0
594,22.01321045011379,1796,2022-01-25 17:00:00,2176,10.143274797457426,0.1232781302446439,Customer 1796,33,Address 1796,5588.049941710766,2024-03-06,0,Merchant 2176,Location 2176,Other,0
595,14.71386198547468,1340,2022-01-25 18:00:00,2387,89.72475793223832,0.6844904001802953,Customer 1340,43,Address 1340,7309.477444001682,2022-12-06,0,Merchant 2387,Location 2387,Other,0
596,44.32303083127752,1973,2022-01-25 19:00:00,2444,86.91609663853549,0.3896075179244328,Customer 1973,29,Address 1973,9772.83232034302,2024-08-30,0,Merchant 2444,Location 2444,Travel,0
597,93.92398331455088,1626,2022-01-25 20:00:00,2486,24.23981157268908,0.0033134615369962,Customer 1626,43,Address 1626,2802.599688947567,2023-09-18,0,Merchant 2486,Location 2486,Food,0
598,13.912774695481485,1558,2022-01-25 21:00:00,2979,72.91096186749405,0.909676443687015,Customer 1558,35,Address 1558,9927.157718777764,2023-07-12,0,Merchant 2979,Location 2979,Retail,0
599,81.80865066013159,1005,2022-01-25 22:00:00,2191,82.85202509457709,0.6614929579114033,Customer 1005,46,Address 1005,5405.766913696731,2022-01-05,0,Merchant 2191,Location 2191,Other,0
600,49.6812699232487,1510,2022-01-25 23:00:00,2131,60.498141437105026,0.4684326166652233,Customer 1510,53,Address 1510,7685.510723404021,2023-05-25,0,Merchant 2131,Location 2131,Food,0
601,74.02517524763373,1565,2022-01-26 00:00:00,2489,83.12195363634069,0.0187944115062532,Customer 1565,33,Address 1565,8921.44288847097,2023-07-19,0,Merchant 2489,Location 2489,Retail,0
602,71.2219055244872,1573,2022-01-26 01:00:00,2383,28.88706840673035,0.3261839931966841,Customer 1573,35,Address 1573,8400.252361437635,2023-07-27,1,Merchant 2383,Location 2383,Retail,0
603,45.397536788232294,1691,2022-01-26 02:00:00,2677,64.63368175495438,0.6413030905263242,Customer 1691,47,Address 1691,6089.047769259954,2023-11-22,0,Merchant 2677,Location 2677,Travel,0
604,68.30467542833836,1176,2022-01-26 03:00:00,2175,94.80117505157018,0.2655540349578368,Customer 1176,20,Address 1176,5493.960539328983,2022-06-25,0,Merchant 2175,Location 2175,Travel,0
605,30.699545031070528,1470,2022-01-26 04:00:00,2023,80.11902469129403,0.8398100954746966,Customer 1470,26,Address 1470,5964.380701095596,2023-04-15,0,Merchant 2023,Location 2023,Other,0
606,55.29436013469146,1174,2022-01-26 05:00:00,2637,36.05423423201009,0.7108090523094975,Customer 1174,27,Address 1174,9301.241150618618,2022-06-23,0,Merchant 2637,Location 2637,Online,0
607,58.881829218778016,1289,2022-01-26 06:00:00,2365,49.12298790567034,0.5489740627530201,Customer 1289,31,Address 1289,9393.91094329131,2022-10-16,0,Merchant 2365,Location 2365,Online,1
608,26.436080264307773,1755,2022-01-26 07:00:00,2224,85.80333328900018,0.9860397382767035,Customer 1755,42,Address 1755,2653.251468019429,2024-01-25,0,Merchant 2224,Location 2224,Food,0
609,90.48071057199276,1132,2022-01-26 08:00:00,2922,71.4622660268702,0.2494273555152583,Customer 1132,47,Address 1132,4552.1052691343975,2022-05-12,0,Merchant 2922,Location 2922,Online,1
610,90.60563652231846,1239,2022-01-26 09:00:00,2146,90.01981973137339,0.5122600501751468,Customer 1239,40,Address 1239,8704.182255178053,2022-08-27,0,Merchant 2146,Location 2146,Other,0
611,88.34186423374305,1912,2022-01-26 10:00:00,2220,35.53622466237405,0.6463709162458597,Customer 1912,45,Address 1912,9262.124940491196,2024-06-30,0,Merchant 2220,Location 2220,Food,1
612,36.90222620760606,1414,2022-01-26 11:00:00,2884,61.05825497080078,0.8067575236349557,Customer 1414,18,Address 1414,2560.1203796381005,2023-02-18,0,Merchant 2884,Location 2884,Travel,0
613,16.182846568927204,1770,2022-01-26 12:00:00,2184,33.42063794967267,0.2607989175769328,Customer 1770,36,Address 1770,6847.49092112656,2024-02-09,1,Merchant 2184,Location 2184,Other,0
614,11.564836282866452,1639,2022-01-26 13:00:00,2094,30.22084017540379,0.291309745415711,Customer 1639,54,Address 1639,6463.307957427782,2023-10-01,0,Merchant 2094,Location 2094,Food,0
615,14.560537509054024,1043,2022-01-26 14:00:00,2215,59.31212836896322,0.2283551215387463,Customer 1043,25,Address 1043,8236.476448026788,2022-02-12,0,Merchant 2215,Location 2215,Online,0
616,40.83608859104079,1845,2022-01-26 15:00:00,2951,10.230726644705085,0.8181341312113436,Customer 1845,24,Address 1845,9347.479356234926,2024-04-24,0,Merchant 2951,Location 2951,Online,0
617,10.980455323300587,1821,2022-01-26 16:00:00,2491,97.42511636370944,0.5704239074602406,Customer 1821,26,Address 1821,9713.65768299239,2024-03-31,0,Merchant 2491,Location 2491,Food,0
618,68.16151267115706,1595,2022-01-26 17:00:00,2668,39.02570619957358,0.1065930291717927,Customer 1595,53,Address 1595,1150.2959489054026,2023-08-18,0,Merchant 2668,Location 2668,Retail,0
619,51.20871487556867,1686,2022-01-26 18:00:00,2598,96.44332488760357,0.3011369182862841,Customer 1686,51,Address 1686,1401.2725827248678,2023-11-17,0,Merchant 2598,Location 2598,Food,0
620,30.79084603660721,1901,2022-01-26 19:00:00,2856,66.39535273910974,0.6045326052833953,Customer 1901,57,Address 1901,1828.702205059994,2024-06-19,0,Merchant 2856,Location 2856,Retail,0
621,30.65272139730061,1139,2022-01-26 20:00:00,2557,36.53461967573059,0.3731841554485576,Customer 1139,21,Address 1139,3039.5142047755826,2022-05-19,0,Merchant 2557,Location 2557,Other,0
622,77.36867757108365,1406,2022-01-26 21:00:00,2655,32.674715832902635,0.6589019215745976,Customer 1406,56,Address 1406,6284.73966605261,2023-02-10,0,Merchant 2655,Location 2655,Food,0
623,75.26230757258354,1730,2022-01-26 22:00:00,2004,99.0951514498993,0.8405061748157093,Customer 1730,54,Address 1730,3967.076794107528,2023-12-31,0,Merchant 2004,Location 2004,Food,0
624,91.4805744361771,1237,2022-01-26 23:00:00,2932,13.859496373981589,0.6731950403866196,Customer 1237,32,Address 1237,5160.483332414382,2022-08-25,0,Merchant 2932,Location 2932,Travel,0
625,55.15725947347897,1758,2022-01-27 00:00:00,2051,93.4853268222084,0.1469607039043922,Customer 1758,38,Address 1758,2203.576279558167,2024-01-28,1,Merchant 2051,Location 2051,Retail,0
626,25.5487291410875,1385,2022-01-27 01:00:00,2196,62.08117630253874,0.3398546091264148,Customer 1385,36,Address 1385,4335.814031939231,2023-01-20,0,Merchant 2196,Location 2196,Retail,0
627,96.58421668519038,1263,2022-01-27 02:00:00,2292,99.13454677927696,0.1142094134989581,Customer 1263,21,Address 1263,3583.3826875795057,2022-09-20,0,Merchant 2292,Location 2292,Online,0
628,28.219360154977014,1736,2022-01-27 03:00:00,2211,58.85787926940827,0.9482805982293544,Customer 1736,52,Address 1736,9279.108537872376,2024-01-06,0,Merchant 2211,Location 2211,Other,0
629,81.21645066050094,1626,2022-01-27 04:00:00,2265,85.23285274883663,0.3857983422705521,Customer 1626,43,Address 1626,2802.599688947567,2023-09-18,0,Merchant 2265,Location 2265,Travel,0
630,52.32636056805466,1399,2022-01-27 05:00:00,2115,95.74381607726508,0.1405323146968852,Customer 1399,18,Address 1399,9447.72949841338,2023-02-03,0,Merchant 2115,Location 2115,Travel,0
631,42.32786546597519,1137,2022-01-27 06:00:00,2303,56.75233728488749,0.2274199087290001,Customer 1137,52,Address 1137,4843.333768944447,2022-05-17,0,Merchant 2303,Location 2303,Online,0
632,79.37134605324061,1612,2022-01-27 07:00:00,2941,50.69065748740078,0.6431756677050152,Customer 1612,23,Address 1612,1437.9427525147803,2023-09-04,0,Merchant 2941,Location 2941,Online,0
633,11.705082409397097,1303,2022-01-27 08:00:00,2961,71.57334690739006,0.5219771425792494,Customer 1303,35,Address 1303,6650.9563718712825,2022-10-30,0,Merchant 2961,Location 2961,Food,0
634,93.76508796403708,1865,2022-01-27 09:00:00,2332,20.781627414979045,0.2784227728971279,Customer 1865,45,Address 1865,4468.344079407905,2024-05-14,0,Merchant 2332,Location 2332,Online,0
635,83.14607235416698,1147,2022-01-27 10:00:00,2197,55.8338310145598,0.589710102116919,Customer 1147,59,Address 1147,6232.211660395478,2022-05-27,0,Merchant 2197,Location 2197,Other,0
636,81.49217872125034,1234,2022-01-27 11:00:00,2391,48.97803758936727,0.8601626136563015,Customer 1234,18,Address 1234,6737.496077516889,2022-08-22,0,Merchant 2391,Location 2391,Food,0
637,27.77692981290428,1469,2022-01-27 12:00:00,2253,18.289408193294182,0.203641573116925,Customer 1469,28,Address 1469,3017.7818364389864,2023-04-14,0,Merchant 2253,Location 2253,Other,0
638,99.87930230728328,1210,2022-01-27 13:00:00,2779,92.94283383592844,0.181264582042527,Customer 1210,39,Address 1210,9316.95357597456,2022-07-29,0,Merchant 2779,Location 2779,Food,0
639,62.42142695281371,1802,2022-01-27 14:00:00,2183,93.2593712796568,0.9170468484179688,Customer 1802,23,Address 1802,6791.878055912904,2024-03-12,0,Merchant 2183,Location 2183,Other,0
640,87.31040281854852,1836,2022-01-27 15:00:00,2376,43.53731819032919,0.4171108474171109,Customer 1836,47,Address 1836,4018.773274033155,2024-04-15,0,Merchant 2376,Location 2376,Food,0
641,30.9802390482118,1003,2022-01-27 16:00:00,2496,46.04417197679019,0.9615520952201028,Customer 1003,40,Address 1003,1715.321988918382,2022-01-03,0,Merchant 2496,Location 2496,Travel,0
642,79.32819585918911,1077,2022-01-27 17:00:00,2543,45.259703323134154,0.7288229515947116,Customer 1077,38,Address 1077,7580.464854893932,2022-03-18,0,Merchant 2543,Location 2543,Food,0
643,61.06243509196435,1691,2022-01-27 18:00:00,2575,27.72996607250687,0.3880430424603808,Customer 1691,47,Address 1691,6089.047769259954,2023-11-22,0,Merchant 2575,Location 2575,Retail,0
644,73.44126228893867,1309,2022-01-27 19:00:00,2529,80.15488067358145,0.7891194333920231,Customer 1309,39,Address 1309,6507.017839612834,2022-11-05,0,Merchant 2529,Location 2529,Other,0
645,67.27985921251647,1287,2022-01-27 20:00:00,2014,40.902286825448925,0.027235597018043,Customer 1287,34,Address 1287,9561.510600327694,2022-10-14,0,Merchant 2014,Location 2014,Retail,0
646,54.797029357519904,1825,2022-01-27 21:00:00,2317,77.273254801297,0.6948161597871271,Customer 1825,54,Address 1825,4886.010824613629,2024-04-04,0,Merchant 2317,Location 2317,Travel,0
647,25.04495445157386,1697,2022-01-27 22:00:00,2080,49.86299155902689,0.668355416992461,Customer 1697,59,Address 1697,6865.652981348801,2023-11-28,0,Merchant 2080,Location 2080,Online,0
648,75.84935112303506,1905,2022-01-27 23:00:00,2112,15.899838874729555,0.3746956579985752,Customer 1905,20,Address 1905,3055.4130206122995,2024-06-23,0,Merchant 2112,Location 2112,Other,0
649,85.17938662507261,1367,2022-01-28 00:00:00,2439,13.865181883980757,0.9825403046230244,Customer 1367,19,Address 1367,6381.958127861724,2023-01-02,0,Merchant 2439,Location 2439,Other,0
650,62.48034582066848,1853,2022-01-28 01:00:00,2813,88.29484785761717,0.4326278724535232,Customer 1853,30,Address 1853,1767.822690779924,2024-05-02,0,Merchant 2813,Location 2813,Retail,0
651,28.508000375078176,1618,2022-01-28 02:00:00,2770,58.87925925236743,0.8780403094266206,Customer 1618,27,Address 1618,6741.429339282374,2023-09-10,0,Merchant 2770,Location 2770,Online,0
652,52.44516410974352,1902,2022-01-28 03:00:00,2217,53.1674967961514,0.7511501521170622,Customer 1902,35,Address 1902,6370.257414195333,2024-06-20,0,Merchant 2217,Location 2217,Retail,0
653,49.48630478596331,1561,2022-01-28 04:00:00,2936,73.60458837164549,0.0926045563854857,Customer 1561,58,Address 1561,8361.02081851776,2023-07-15,0,Merchant 2936,Location 2936,Online,0
654,91.06378341479328,1908,2022-01-28 05:00:00,2134,91.20817696178769,0.2841589979193659,Customer 1908,59,Address 1908,6721.217429309139,2024-06-26,0,Merchant 2134,Location 2134,Travel,0
655,72.21970365622698,1161,2022-01-28 06:00:00,2713,68.54113685689364,0.0766758506966002,Customer 1161,55,Address 1161,7545.026042634955,2022-06-10,0,Merchant 2713,Location 2713,Other,0
656,68.50324359070589,1618,2022-01-28 07:00:00,2931,30.294377168489437,0.4291410808335154,Customer 1618,27,Address 1618,6741.429339282374,2023-09-10,0,Merchant 2931,Location 2931,Other,0
657,70.9884772362866,1586,2022-01-28 08:00:00,2526,98.11179383531716,0.5805274746602067,Customer 1586,40,Address 1586,4726.937230596973,2023-08-09,0,Merchant 2526,Location 2526,Retail,0
658,84.6029052697291,1930,2022-01-28 09:00:00,2022,86.59049844808884,0.6129812936163486,Customer 1930,61,Address 1930,1111.7721667693309,2024-07-18,0,Merchant 2022,Location 2022,Online,1
659,42.8212846728405,1712,2022-01-28 10:00:00,2438,50.19969174952963,0.3707223197853899,Customer 1712,58,Address 1712,4878.871298313591,2023-12-13,0,Merchant 2438,Location 2438,Other,0
660,86.18244074893154,1279,2022-01-28 11:00:00,2832,65.52107415673018,0.4484428384534927,Customer 1279,37,Address 1279,7156.870920112488,2022-10-06,0,Merchant 2832,Location 2832,Food,0
661,74.49932887587424,1926,2022-01-28 12:00:00,2562,35.4812928789938,0.8209095503258214,Customer 1926,62,Address 1926,1153.1232945469942,2024-07-14,0,Merchant 2562,Location 2562,Retail,0
662,92.69624970525254,1244,2022-01-28 13:00:00,2385,91.52325525262846,0.5164229509412711,Customer 1244,46,Address 1244,8723.861426511972,2022-09-01,0,Merchant 2385,Location 2385,Online,0
663,21.063195513748365,1519,2022-01-28 14:00:00,2394,31.491738779754545,0.4102350545758898,Customer 1519,38,Address 1519,9405.638537057404,2023-06-03,0,Merchant 2394,Location 2394,Online,0
664,14.717379319580264,1216,2022-01-28 15:00:00,2840,32.16165399351621,0.0218876930498577,Customer 1216,26,Address 1216,4741.192768951942,2022-08-04,0,Merchant 2840,Location 2840,Food,0
665,91.57863524928663,1142,2022-01-28 16:00:00,2283,95.6124260120948,0.5808554659660252,Customer 1142,57,Address 1142,3789.361176969462,2022-05-22,0,Merchant 2283,Location 2283,Other,0
666,28.592261597177508,1937,2022-01-28 17:00:00,2918,73.65937158408009,0.0439978247073687,Customer 1937,27,Address 1937,5741.223579237721,2024-07-25,0,Merchant 2918,Location 2918,Travel,0
667,77.68854755312054,1276,2022-01-28 18:00:00,2293,85.15330771817007,0.3270062223699993,Customer 1276,31,Address 1276,4961.926428913047,2022-10-03,0,Merchant 2293,Location 2293,Online,0
668,55.96345624776244,1200,2022-01-28 19:00:00,2695,73.26826676500303,0.8385706769386877,Customer 1200,46,Address 1200,4555.7118899309,2022-07-19,0,Merchant 2695,Location 2695,Online,0
669,64.79659280908365,1103,2022-01-28 20:00:00,2433,70.54560828705364,0.3129603006925582,Customer 1103,41,Address 1103,2465.9648782172135,2022-04-13,0,Merchant 2433,Location 2433,Other,0
670,81.03229268303691,1652,2022-01-28 21:00:00,2602,41.425614183949556,0.9252659345991734,Customer 1652,47,Address 1652,1671.7100284906678,2023-10-14,0,Merchant 2602,Location 2602,Travel,0
671,67.69160248140025,1694,2022-01-28 22:00:00,2984,57.25464612607646,0.9664564303355848,Customer 1694,30,Address 1694,5628.777105512586,2023-11-25,0,Merchant 2984,Location 2984,Food,1
672,95.16789027153231,1851,2022-01-28 23:00:00,2240,52.4156957708245,0.1566255925977654,Customer 1851,21,Address 1851,3527.228702949211,2024-04-30,0,Merchant 2240,Location 2240,Online,1
673,88.37478319965568,1376,2022-01-29 00:00:00,2777,50.54702732963176,0.3863908869511046,Customer 1376,53,Address 1376,5745.127918765053,2023-01-11,0,Merchant 2777,Location 2777,Food,0
674,27.158338607648744,1155,2022-01-29 01:00:00,2529,50.89156219103233,0.1794181179526001,Customer 1155,61,Address 1155,4698.084283636987,2022-06-04,0,Merchant 2529,Location 2529,Travel,0
675,34.24003152150763,1424,2022-01-29 02:00:00,2511,76.00299890939365,0.953421536116326,Customer 1424,37,Address 1424,4344.549864306991,2023-02-28,0,Merchant 2511,Location 2511,Other,0
676,26.700167800701976,1322,2022-01-29 03:00:00,2501,86.20317958871541,0.7995937913277578,Customer 1322,29,Address 1322,9411.508716680992,2022-11-18,0,Merchant 2501,Location 2501,Food,0
677,24.59553861404803,1739,2022-01-29 04:00:00,2678,55.46845280732904,0.6902555385723351,Customer 1739,61,Address 1739,3264.953504716314,2024-01-09,0,Merchant 2678,Location 2678,Food,0
678,32.42837607397003,1201,2022-01-29 05:00:00,2882,48.027628453611385,0.6459366434271587,Customer 1201,29,Address 1201,6298.296095769295,2022-07-20,0,Merchant 2882,Location 2882,Travel,0
679,11.082269823873848,1733,2022-01-29 06:00:00,2540,19.61528753813701,0.0065631527029174,Customer 1733,18,Address 1733,1362.0373748007858,2024-01-03,0,Merchant 2540,Location 2540,Online,0
680,53.53627805243175,1971,2022-01-29 07:00:00,2441,54.73207773925194,0.625338780561458,Customer 1971,55,Address 1971,7251.703804374901,2024-08-28,0,Merchant 2441,Location 2441,Travel,0
681,62.5699492545116,1430,2022-01-29 08:00:00,2276,56.06897511209881,0.4885207042563046,Customer 1430,24,Address 1430,9318.929570456958,2023-03-06,0,Merchant 2276,Location 2276,Online,0
682,42.62522075665218,1148,2022-01-29 09:00:00,2272,86.25398542610918,0.4238835075766975,Customer 1148,63,Address 1148,3214.341695181142,2022-05-28,0,Merchant 2272,Location 2272,Online,0
683,20.31636361219111,1653,2022-01-29 10:00:00,2591,86.38215289710472,0.9799561378025208,Customer 1653,49,Address 1653,7118.115328388019,2023-10-15,0,Merchant 2591,Location 2591,Retail,0
684,64.2593447764263,1470,2022-01-29 11:00:00,2806,51.15278993537599,0.5772522876144537,Customer 1470,26,Address 1470,5964.380701095596,2023-04-15,0,Merchant 2806,Location 2806,Food,0
685,94.33750212155311,1455,2022-01-29 12:00:00,2862,19.372088759236117,0.97119521067362,Customer 1455,39,Address 1455,3227.699686241868,2023-03-31,0,Merchant 2862,Location 2862,Travel,0
686,62.52802725584856,1976,2022-01-29 13:00:00,2520,39.93259736096016,0.0127030056340151,Customer 1976,54,Address 1976,2417.248388545462,2024-09-02,0,Merchant 2520,Location 2520,Food,0
687,82.13393908526164,1879,2022-01-29 14:00:00,2915,29.62804486650749,0.7442930236158536,Customer 1879,50,Address 1879,3097.479302825231,2024-05-28,0,Merchant 2915,Location 2915,Retail,0
688,23.623718740981552,1488,2022-01-29 15:00:00,2637,39.32062114644688,0.8928158462393139,Customer 1488,31,Address 1488,6215.2727499630355,2023-05-03,0,Merchant 2637,Location 2637,Travel,0
689,26.79596913388127,1920,2022-01-29 16:00:00,2444,36.24831278126991,0.8143094384356696,Customer 1920,33,Address 1920,3434.6128749564655,2024-07-08,0,Merchant 2444,Location 2444,Other,0
690,43.169543783855005,1428,2022-01-29 17:00:00,2755,52.0417600635485,0.1979658204471344,Customer 1428,47,Address 1428,1106.441844366966,2023-03-04,0,Merchant 2755,Location 2755,Travel,0
691,66.42078488287518,1276,2022-01-29 18:00:00,2886,80.28025091429441,0.4085459945427959,Customer 1276,31,Address 1276,4961.926428913047,2022-10-03,0,Merchant 2886,Location 2886,Online,0
692,63.92805769196903,1469,2022-01-29 19:00:00,2992,93.4975905150872,0.4365747283171824,Customer 1469,28,Address 1469,3017.7818364389864,2023-04-14,0,Merchant 2992,Location 2992,Food,0
693,69.7365837058957,1480,2022-01-29 20:00:00,2328,88.69300777653869,0.0606580787175166,Customer 1480,26,Address 1480,7269.75604357179,2023-04-25,0,Merchant 2328,Location 2328,Online,1
694,29.954415691190857,1770,2022-01-29 21:00:00,2486,80.04805230915319,0.6807024507278588,Customer 1770,36,Address 1770,6847.49092112656,2024-02-09,1,Merchant 2486,Location 2486,Online,0
695,40.76705710486746,1882,2022-01-29 22:00:00,2097,29.94382448570909,0.2502495417076394,Customer 1882,36,Address 1882,3608.806985905158,2024-05-31,0,Merchant 2097,Location 2097,Food,0
696,41.6034180231656,1683,2022-01-29 23:00:00,2177,76.66755346833324,0.9283678300258028,Customer 1683,46,Address 1683,8943.379444151007,2023-11-14,0,Merchant 2177,Location 2177,Online,0
697,62.3226204060321,1570,2022-01-30 00:00:00,2464,13.992854239733145,0.583444051978489,Customer 1570,21,Address 1570,1117.747401166069,2023-07-24,0,Merchant 2464,Location 2464,Retail,0
698,63.67273677953057,1971,2022-01-30 01:00:00,2474,25.40709003432776,0.0613344408405481,Customer 1971,55,Address 1971,7251.703804374901,2024-08-28,0,Merchant 2474,Location 2474,Food,0
699,61.30719393260597,1189,2022-01-30 02:00:00,2468,68.2109237090855,0.0549207662705367,Customer 1189,49,Address 1189,1056.301180517336,2022-07-08,0,Merchant 2468,Location 2468,Retail,1
700,48.39383553760389,1637,2022-01-30 03:00:00,2943,90.241112849999,0.3411741993059584,Customer 1637,59,Address 1637,4351.676292918295,2023-09-29,0,Merchant 2943,Location 2943,Other,0
701,39.79126316421227,1424,2022-01-30 04:00:00,2489,61.305263203824566,0.1982310029573655,Customer 1424,37,Address 1424,4344.549864306991,2023-02-28,0,Merchant 2489,Location 2489,Online,0
702,68.89307695977436,1516,2022-01-30 05:00:00,2591,27.048521179645565,0.6428698054781727,Customer 1516,41,Address 1516,8658.737447150934,2023-05-31,0,Merchant 2591,Location 2591,Other,0
703,53.20236312702749,1591,2022-01-30 06:00:00,2631,93.63150422663162,0.0875897938025913,Customer 1591,36,Address 1591,7962.41027548533,2023-08-14,0,Merchant 2631,Location 2631,Retail,0
704,55.190900489311474,1876,2022-01-30 07:00:00,2325,64.54504330847351,0.231569054463568,Customer 1876,31,Address 1876,8278.713188445914,2024-05-25,0,Merchant 2325,Location 2325,Retail,0
705,13.492930777205416,1569,2022-01-30 08:00:00,2253,44.64205124027901,0.9851680064354746,Customer 1569,31,Address 1569,6363.937936403128,2023-07-23,0,Merchant 2253,Location 2253,Online,0
706,50.21421191817755,1513,2022-01-30 09:00:00,2059,43.64841566777882,0.4636745848643657,Customer 1513,47,Address 1513,6238.206319630766,2023-05-28,0,Merchant 2059,Location 2059,Travel,0
707,13.34729469050691,1581,2022-01-30 10:00:00,2768,74.557447229473,0.504880056163423,Customer 1581,41,Address 1581,8128.017215100595,2023-08-04,0,Merchant 2768,Location 2768,Online,0
